CarID,ModelID,DealerID,Year_of_Manufacturing,Mileage,Price
C32469,M066,D049,1991,157049,1481
C29914,M028,D041,2012,44098,10718
C06667,M003,D044,2006,136864,7103
C42852,M003,D016,2012,46390,20168
C15598,M009,D037,1999,204340,2033
C44359,M083,D018,2014,62769,16474
C27596,M043,D047,1990,288332,2025
C12224,M078,D018,1990,128468,2829
C39736,M044,D021,1997,233120,1055
C03836,M016,D046,1996,77408,6355
C38241,M061,D013,2004,111043,5424
C23847,M011,D046,1997,140527,4242
C00286,M058,D050,2010,70562,12942
C17042,M018,D013,1991,216736,1403
C18576,M081,D007,1996,150283,9438
C25637,M073,D017,2004,148817,4289
C33393,M023,D031,2018,18235,35009
C19661,M003,D011,1986,147914,1712
C17006,M067,D028,2000,161282,5365
C00448,M097,D029,1993,206465,1702
C04292,M017,D010,2019,8379,47142
C17892,M011,D030,2003,108626,8106
C34152,M005,D023,2006,126053,7235
C20603,M065,D017,2003,84634,6267
C28166,M018,D010,2007,105839,10228
C08247,M072,D040,1992,169666,1701
C18249,M003,D006,1999,148305,4061
C15383,M007,D013,2003,147439,4062
C45528,M044,D014,2013,43875,13574
C27674,M008,D001,2004,124877,10749
C10399,M004,D042,1998,116684,3242
C44068,M013,D017,2016,39504,25987
C44939,M005,D049,2014,39973,22412
C21081,M021,D003,2017,34416,16265
C16708,M034,D014,2014,74260,14535
C40189,M028,D035,2005,50508,6461
C34196,M040,D022,2022,4657,55558
C36796,M016,D041,2009,63770,16564
C39053,M040,D015,2015,22717,31636
C04738,M033,D047,2020,18968,52715
C39399,M053,D029,2001,100250,7988
C30728,M106,D021,2008,116605,19771
C07050,M006,D014,1995,243383,1722
C27976,M023,D008,2016,65289,23076
C35944,M044,D010,2008,70504,8204
C00205,M020,D014,2002,227469,1517
C30488,M047,D036,2009,133780,10032
C18452,M052,D044,2008,137261,11752
C20732,M018,D023,2012,53710,20439
C31344,M022,D001,1990,239977,575
C09982,M110,D026,1993,95275,10331
C10278,M040,D006,2004,137485,6916
C01563,M009,D040,2009,78923,10785
C41850,M044,D029,2015,16516,18152
C33629,M004,D016,2002,135723,3649
C25796,M078,D036,2012,26674,24542
C20647,M022,D013,2004,137217,3558
C21702,M074,D018,1990,213100,4280
C38697,M027,D024,1996,182467,1471
C01969,M109,D024,2005,67876,11786
C35757,M023,D017,2012,49616,19538
C07351,M035,D037,1999,209255,2713
C34689,M108,D042,2001,116361,3599
C24769,M039,D024,2011,40120,22605
C08411,M081,D048,2012,57998,54088
C30428,M088,D050,1994,136761,2845
C11188,M011,D034,2015,58480,25586
C38022,M045,D033,1998,148599,12817
C14764,M018,D017,2005,143469,6684
C38685,M005,D010,2012,74185,15765
C21817,M023,D034,1996,156225,3079
C47821,M051,D020,2002,183673,3125
C14355,M022,D005,1997,231079,995
C14201,M005,D042,2019,29279,33300
C06043,M035,D037,1986,171248,1587
C42324,M006,D004,1993,309697,808
C21975,M012,D047,2017,36680,20865
C03923,M051,D020,1997,192299,2077
C44567,M044,D035,2012,38372,13126
C25881,M018,D005,1989,371540,284
C22337,M008,D036,2011,118655,17984
C30358,M009,D025,2008,75120,10355
C17186,M059,D022,1996,171038,3943
C33695,M027,D010,1991,109262,1906
C04150,M031,D036,1991,156853,2692
C32847,M001,D015,2016,56736,42540
C21938,M044,D050,1993,169753,1412
C00087,M011,D018,1991,155034,2526
C37414,M052,D042,1994,151920,4104
C35888,M007,D010,1994,103370,3140
C05274,M072,D036,2012,88142,12204
C09634,M003,D050,2000,196999,2873
C41869,M065,D042,2008,125251,6475
C23836,M050,D040,2008,90223,9949
C21708,M044,D031,1996,151736,2005
C20357,M037,D008,1996,124750,4281
C45041,M008,D034,1996,175180,4181
C16658,M007,D007,2006,103130,7000
C14609,M017,D021,1999,163665,4226
C33081,M041,D033,2015,61866,15197
C25264,M100,D035,2022,7311,39109
C45467,M030,D017,2002,85259,7207
C34212,M020,D007,2016,30209,17591
C32489,M010,D026,1996,194475,1615
C06691,M014,D011,1995,148726,2798
C49133,M008,D008,2004,95965,13355
C27801,M009,D026,2014,41733,19140
C02716,M026,D025,2000,118799,8185
C11310,M031,D034,2000,197294,3473
C44045,M084,D036,2001,65994,8603
C42980,M065,D023,1998,67684,5040
C32068,M068,D016,2004,106355,8309
C46813,M007,D047,2009,114241,7869
C23934,M020,D002,2004,107972,4715
C32741,M001,D022,2006,116461,14355
C26978,M005,D020,2016,48301,24343
C37483,M091,D001,2017,57617,29982
C39924,M010,D037,1998,87189,4349
C15539,M019,D016,2019,21010,40077
C41364,M058,D035,1992,107492,3000
C11835,M103,D017,2007,73524,19057
C44917,M026,D023,2008,99296,16146
C15485,M050,D043,2007,86476,9557
C41470,M017,D031,1999,263690,1732
C15761,M022,D014,1992,199333,947
C15029,M019,D039,2019,13908,41654
C00465,M036,D010,1998,83442,14668
C09088,M039,D049,2002,118173,7262
C03623,M004,D004,2019,29951,23572
C24489,M035,D036,2012,81151,18076
C22137,M029,D019,2007,79843,14451
C17934,M056,D017,1993,127889,6205
C47569,M081,D022,1996,196852,6355
C41671,M030,D047,2019,35795,30818
C20032,M090,D032,1994,174658,2263
C25457,M027,D036,2001,214905,1543
C09573,M040,D009,2006,115671,9367
C24583,M018,D035,2017,29045,33090
C23999,M060,D003,2014,46889,22082
C08766,M027,D024,2016,36285,16487
C44855,M016,D035,2017,46255,31552
C03201,M023,D023,2002,99962,7130
C37523,M069,D044,1989,309176,1481
C40915,M015,D022,2005,61421,18981
C05015,M102,D019,2019,29306,51126
C21455,M065,D001,1998,216202,1543
C30589,M033,D033,2007,48420,18661
C39631,M040,D007,2010,63260,17733
C30168,M065,D040,2020,18591,29416
C26523,M008,D031,2006,59922,19534
C26648,M024,D015,1994,204107,2350
C46516,M021,D036,2018,14403,19451
C33581,M011,D008,2010,106527,13131
C44085,M072,D006,2020,20151,31949
C46842,M111,D045,2010,91584,34672
C39104,M070,D006,2004,89165,14271
C37781,M026,D026,1985,208882,1420
C09173,M016,D033,2004,95898,9511
C29774,M023,D021,2007,56856,13376
C28712,M001,D029,2013,83008,29225
C47437,M028,D024,1996,187824,1249
C28451,M006,D024,2003,123726,8189
C32389,M093,D048,1996,130984,5009
C31852,M022,D039,2010,67906,8831
C26783,M008,D033,2008,103695,16479
C19829,M026,D023,2003,80134,13256
C12249,M025,D041,2007,87336,9914
C42348,M022,D036,2007,98746,5832
C06119,M015,D001,2015,23884,46392
C49747,M018,D047,1991,210712,1481
C47954,M002,D034,1996,106793,4688
C28388,M003,D045,1993,197157,1799
C03877,M007,D050,2019,22375,28153
C48291,M053,D026,2008,96759,13067
C24386,M015,D012,2002,130226,9462
C01304,M021,D038,2015,48959,13040
C46523,M070,D015,2012,50055,31575
C40058,M065,D013,2001,77754,5752
C46628,M020,D011,2014,75029,11618
C02651,M013,D035,2001,141024,4660
C47760,M063,D020,2010,46424,18890
C25829,M056,D014,2011,38730,38264
C06687,M070,D035,2013,54602,32801
C40626,M042,D033,2004,175896,4544
C06347,M016,D016,2012,114162,14161
C33024,M032,D030,2010,124806,6489
C47140,M011,D003,2013,32025,26321
C27640,M027,D019,2006,57607,7424
C03442,M040,D030,1997,117678,5063
C40080,M068,D019,2004,106150,8322
C33531,M012,D033,2002,63615,6490
C27838,M050,D050,2003,54705,9054
C14982,M051,D019,2007,78848,9916
C35320,M053,D033,1999,213858,2745
C45388,M050,D021,2012,64293,15509
C24058,M015,D036,2004,56106,18374
C17905,M070,D033,2003,80802,14156
C30408,M023,D033,1989,59703,3955
C02134,M002,D050,1994,215820,1661
C13759,M071,D014,2008,14775,17563
C10334,M082,D049,2018,15963,19734
C14858,M014,D004,2018,39779,28269
C05118,M017,D028,2005,88325,11319
C41437,M011,D013,1993,234411,1443
C41795,M010,D032,2013,62344,13992
C18154,M015,D040,2004,132469,10623
C29422,M061,D021,2018,27043,24095
C04991,M028,D038,2013,82192,8936
C06147,M040,D026,2012,47722,22365
C18192,M022,D011,1991,250721,557
C15552,M021,D043,2008,116265,5125
C28916,M009,D037,1992,235631,962
C31197,M030,D022,1997,104147,4507
C32812,M031,D023,1999,117057,6302
C39172,M108,D038,2007,88170,6607
C42305,M105,D021,2016,30921,58563
C20231,M068,D029,1996,139220,3781
C29463,M012,D012,2018,49265,20667
C02259,M007,D039,2004,103532,6108
C15126,M028,D042,1993,335665,259
C33361,M006,D004,2019,25436,46208
C48555,M018,D039,1993,210403,1697
C04421,M032,D041,2015,59884,14399
C25770,M006,D022,2011,107067,15844
C48050,M041,D013,2004,97267,5720
C28236,M010,D018,2002,144218,3682
C31702,M106,D013,1991,133957,5561
C20973,M046,D033,2003,179755,3847
C48976,M041,D047,2015,60060,15376
C18667,M100,D008,2018,20390,27932
C02053,M003,D017,1989,67674,3799
C45322,M022,D028,1995,126832,2119
C15094,M044,D010,2019,31606,21780
C00264,M016,D048,1996,188308,2658
C26928,M073,D043,1989,100149,2301
C45067,M016,D008,2018,19749,39349
C46859,M023,D028,2020,16451,40392
C28666,M040,D004,2005,129953,7847
C12793,M008,D022,1991,182876,2805
C21290,M021,D048,1984,327833,157
C01195,M021,D002,2010,81108,7565
C45405,M065,D049,1991,157917,1603
C49644,M101,D003,2005,64471,14407
C03178,M047,D039,2006,79624,12282
C34279,M029,D048,2013,83904,20960
C26101,M021,D049,1992,299639,352
C13005,M015,D030,1996,181010,4172
C01818,M033,D015,1999,90648,8261
C37114,M051,D013,2000,65146,6818
C38943,M013,D002,2007,84060,10680
C19317,M016,D011,2007,83881,12652
C24309,M072,D004,2002,40398,8565
C08903,M022,D016,2021,11779,25715
C33992,M032,D021,2008,126454,5606
C40519,M068,D023,2017,17838,35089
C38024,M025,D043,2011,68482,14729
C15166,M083,D038,2000,147103,3476
C31551,M003,D047,2000,122601,5325
C38950,M022,D017,1994,169666,1399
C18368,M024,D017,1995,143496,4202
C44514,M014,D036,1988,277818,557
C15846,M053,D030,1997,116079,5436
C34205,M023,D020,1998,124395,4542
C38439,M074,D048,2022,2931,167774
C18139,M041,D013,2021,19998,29153
C03887,M022,D040,1991,291741,379
C25649,M052,D029,2001,135158,7494
C00495,M018,D014,2009,32884,18987
C41256,M043,D005,2000,175421,10983
C44571,M013,D011,1992,68568,4366
C44747,M040,D019,1998,167916,3610
C44498,M022,D023,2009,97523,6723
C46972,M010,D012,1998,177789,2132
C34539,M021,D021,2017,28924,16790
C36471,M068,D029,2000,104460,6454
C01275,M011,D016,2008,92709,12712
C20431,M059,D029,2008,79085,17881
C46256,M019,D049,2005,112840,8606
C11987,M019,D002,2001,193157,3413
C38767,M032,D006,1996,183779,1571
C42237,M007,D026,2001,170311,2940
C21274,M040,D043,1990,254859,977
C26104,M018,D025,2013,39585,23829
C45570,M063,D042,2000,185029,3413
C42100,M024,D003,1995,159413,3688
C23975,M008,D028,1985,307280,601
C04440,M013,D011,1999,156371,3598
C28112,M060,D007,1990,185817,1562
C41762,M041,D022,2000,162915,2618
C07909,M023,D015,2005,135317,6648
C25027,M028,D020,2005,92691,4868
C08269,M023,D047,1991,171311,1944
C00811,M026,D031,2015,49497,36072
C41544,M003,D002,1995,100732,4499
C09295,M021,D024,2010,78720,7691
C02309,M095,D038,1998,149545,5737
C30994,M112,D003,2006,75067,9422
C10782,M034,D017,2014,72436,14716
C26902,M009,D018,2019,19535,30355
C19274,M027,D034,2020,17349,23963
C05219,M086,D007,2012,87055,22114
C10647,M048,D037,2007,96384,10440
C00518,M017,D010,1985,287515,544
C05796,M004,D007,1995,260215,771
C24721,M106,D007,2014,41655,49331
C30854,M039,D030,2008,80645,14244
C06483,M023,D014,1988,169852,1612
C11119,M044,D050,2012,56112,11768
C14096,M059,D047,2004,128577,9507
C24871,M103,D050,2005,128337,11168
C24077,M006,D016,2005,110859,10323
C14091,M046,D041,1991,297761,589
C14312,M095,D039,2010,75785,22252
C34188,M004,D035,2011,67253,10978
C05389,M026,D044,1991,200239,2287
C48153,M073,D035,1998,163999,2536
C48967,M083,D030,2011,68837,12959
C17497,M075,D027,2012,79812,22123
C02899,M017,D035,1996,127923,4623
C10611,M019,D036,2002,79352,8975
C46774,M032,D043,2012,35843,13675
C30938,M073,D047,2002,77303,6436
C38031,M020,D049,1997,156314,2019
C14873,M044,D045,2013,53571,12783
C27347,M006,D046,2017,46419,35740
C35750,M007,D012,1988,208138,889
C48745,M040,D036,1999,61106,8637
C40660,M038,D019,1999,143548,10138
C03616,M010,D048,2001,152378,3223
C28820,M002,D024,2004,145211,5926
C27373,M073,D005,2004,87517,6850
C35672,M086,D034,1991,127981,4020
C42401,M020,D021,2008,83021,7371
C44215,M058,D009,1994,160087,2261
C04186,M058,D038,2001,61739,7528
C09038,M033,D007,1996,147474,4377
C34422,M040,D017,2011,80094,16929
C05490,M064,D047,2018,33055,30670
C12493,M025,D006,1988,197256,1158
C08125,M016,D015,1986,178706,1482
C43229,M007,D020,1994,148088,2217
C37156,M053,D041,2006,78462,13013
C23110,M086,D008,2002,144271,7352
C27119,M074,D005,2001,196284,10342
C43509,M004,D012,1989,148035,1389
C48197,M032,D007,2017,30951,19637
C35087,M027,D039,1989,236303,571
C20219,M016,D026,2016,32977,31955
C04541,M006,D005,1985,194528,1371
C11584,M041,D038,1987,194262,841
C17156,M078,D013,1997,153408,3692
C30798,M086,D015,2008,141155,11247
C45373,M026,D014,2017,26898,47141
C44631,M020,D036,2011,13423,13834
C48855,M111,D010,2007,83825,29985
C18818,M091,D041,2017,40924,33255
C35912,M032,D046,1991,147146,1530
C20238,M022,D004,2008,86804,6791
C42837,M006,D033,2017,31130,39148
C04940,M032,D038,1991,222871,796
C05190,M107,D042,1997,112673,5008
C35708,M050,D010,1993,298481,610
C16815,M059,D034,2008,63119,19901
C05990,M040,D009,2018,33838,36266
C38559,M110,D014,1992,159349,5864
C47043,M030,D005,1999,160020,3316
C31328,M099,D019,2012,78645,20358
C45936,M008,D004,1989,217136,1815
C08342,M015,D033,1995,43901,10880
C33834,M103,D019,2008,110192,15677
C42084,M105,D022,2008,70103,26911
C21964,M070,D016,2019,20048,60042
C26641,M052,D047,2018,24149,49801
C06071,M005,D007,1990,181902,1573
C25585,M044,D009,1992,111608,2106
C28349,M072,D028,2021,7017,36633
C36139,M050,D040,2000,103738,5291
C03501,M068,D026,1999,135889,4742
C07165,M044,D008,2000,143432,2800
C23201,M001,D031,2000,93033,11444
C17726,M050,D009,2014,19298,23241
C35926,M022,D034,2020,11895,24042
C11714,M016,D032,2003,140864,6308
C27520,M081,D036,2013,50103,60775
C47662,M016,D037,1991,216243,1488
C30211,M030,D026,1999,209016,2172
C23819,M086,D017,2002,173423,5772
C45832,M035,D033,2008,68114,15125
C23281,M083,D049,2004,120115,5620
C00510,M083,D009,1991,289646,534
C04417,M042,D036,2006,78647,11059
C16271,M099,D034,2007,20825,20889
C30411,M017,D019,1985,80478,3151
C16291,M034,D041,1991,246032,765
C00108,M023,D048,2020,21413,39310
C28486,M020,D014,1996,190415,1414
C13859,M066,D034,2000,144360,2995
C34260,M024,D043,1991,194044,2102
C00967,M030,D047,1997,183699,2374
C16107,M022,D025,1994,215407,938
C31147,M030,D008,2009,61440,13500
C21418,M059,D047,2012,49717,28301
C17003,M042,D025,2006,102089,9360
C44376,M041,D047,2011,65012,11403
C46611,M060,D014,2012,66666,17034
C38837,M034,D040,1995,86132,3773
C30774,M070,D036,1994,200636,2986
C04609,M014,D040,2016,56054,22375
C44261,M022,D041,2021,12966,25554
C02549,M086,D039,2009,75305,19640
C17538,M005,D015,1995,189990,2047
C39848,M005,D026,1986,255943,619
C30053,M023,D025,2002,183683,3642
C29194,M014,D014,1994,220391,1411
C29074,M019,D028,2016,24777,32131
C18907,M022,D038,1997,229968,1005
C25778,M022,D015,2016,34319,16250
C41742,M109,D015,1991,237790,1168
C11243,M019,D046,1990,216891,1328
C01517,M083,D009,1994,180359,1764
C47586,M068,D025,2007,77903,12439
C01464,M024,D039,2017,39484,38131
C33243,M043,D049,2020,22376,125497
C11032,M029,D040,2003,166214,5687
C29106,M001,D037,2007,90226,18619
C39326,M068,D001,2016,40667,28804
C18886,M011,D019,1995,152393,3371
C43789,M013,D038,1993,230001,1269
C05942,M043,D037,2020,14433,131058
C44750,M011,D031,2011,67973,18419
C27777,M069,D005,2015,22192,85825
C23569,M074,D002,1990,188761,5304
C38454,M016,D043,2007,109003,10549
C00378,M054,D038,1997,250431,1806
C05653,M044,D025,2002,157818,2844
C23572,M003,D003,2005,65700,11185
C05299,M033,D027,2016,30150,37921
C35230,M008,D001,1999,121346,7915
C42487,M051,D045,1993,231976,1116
C20434,M040,D049,2021,6385,51515
C14144,M032,D047,2016,38382,17588
C12005,M003,D016,2013,62012,19531
C25804,M024,D028,2000,107779,7744
C47301,M010,D037,2004,75811,7020
C02868,M054,D008,2011,106516,15582
C40005,M078,D022,1998,158771,3776
C27805,M107,D026,2005,64495,12004
C31558,M068,D046,2013,42310,23350
C32461,M044,D016,1999,107511,3464
C10386,M005,D050,2000,155514,3828
C26962,M015,D036,2006,111993,14217
C18353,M081,D022,1990,153757,6149
C25479,M063,D032,2013,85473,17840
C15082,M006,D050,2019,27062,45786
C34896,M022,D018,2016,26233,17024
C44732,M052,D037,2000,207312,3809
C15772,M003,D045,2016,47452,26161
C28444,M064,D004,2002,248292,1945
C37101,M041,D045,2016,43489,18234
C21451,M011,D013,2007,66746,14223
C49135,M040,D007,2007,36712,17127
C14577,M027,D038,2006,111917,5078
C46217,M099,D009,2010,81372,17485
C09299,M058,D017,2005,135206,5766
C06113,M027,D029,1991,196156,935
C42447,M065,D009,1993,82809,3258
C08373,M050,D022,1989,224100,933
C47326,M023,D007,1989,150856,2018
C46341,M062,D003,1994,164729,7872
C30312,M016,D037,1988,18166,5371
C41415,M030,D039,1997,106571,4427
C41532,M027,D025,2002,162563,2598
C10931,M023,D042,2000,131280,4918
C12473,M004,D046,2017,62791,16864
C46843,M023,D029,2005,174905,4797
C16542,M041,D016,1991,216948,898
C48306,M027,D040,2015,63041,13060
C08358,M001,D021,1992,195878,2933
C01180,M072,D005,2010,37574,14848
C18949,M063,D013,1991,173750,2063
C29361,M058,D037,2020,18405,34630
C01802,M096,D019,2001,172028,4110
C20486,M028,D039,1989,231353,531
C42681,M001,D006,2004,64256,18207
C37228,M022,D010,2013,45068,12476
C31234,M022,D003,2016,32801,16395
C19781,M007,D033,2018,22135,26372
C17355,M009,D031,2018,39785,25283
C46024,M040,D013,1994,154104,3103
C16842,M103,D008,2000,178467,5300
C42749,M019,D034,2006,132620,7894
C22391,M028,D018,1997,214925,1051
C19814,M037,D043,2005,91348,10009
C14881,M005,D029,2014,16895,25566
C33076,M067,D019,2006,87529,14166
C02044,M044,D002,2001,116115,3710
C42924,M027,D045,2004,133169,3771
C49503,M083,D005,2010,48739,13795
C39427,M018,D032,2002,59672,10102
C12598,M034,D047,1984,257469,431
C42395,M091,D027,1995,117678,4529
C26765,M026,D039,1991,181073,2702
C40920,M083,D014,2022,6437,39045
C45954,M001,D014,2018,42965,52955
C30877,M006,D037,2012,61714,23250
C47744,M004,D050,2009,33878,11830
C29275,M027,D031,2016,56399,14572
C02859,M018,D031,1998,173144,3277
C40622,M002,D016,2019,35484,35009
C09740,M065,D046,2013,61751,14246
C13756,M024,D018,2000,113021,7445
C12669,M056,D039,2010,109984,22111
C28008,M014,D006,1995,172931,2287
C18869,M026,D011,2021,15928,65400
C16671,M016,D019,2011,73629,17725
C01347,M064,D015,2007,89859,10194
C43233,M072,D028,2012,108037,10560
C27024,M055,D003,2017,34131,22239
C09378,M019,D020,2002,83352,8730
C03103,M016,D002,2009,100426,12843
C05614,M010,D007,2015,48668,17439
C01428,M027,D044,1986,294369,272
C23038,M032,D020,1995,193359,1352
C29160,M003,D007,2014,57825,21450
C49553,M046,D049,2013,49649,19947
C44070,M006,D027,2004,129540,8365
C16743,M070,D006,2002,95390,11945
C14559,M035,D025,1990,176022,1989
C33890,M071,D047,1990,194708,1426
C18274,M006,D022,2000,206259,3362
C32026,M016,D008,1991,260039,997
C20319,M045,D009,1989,229561,3487
C09843,M007,D032,2000,211164,1927
C12152,M035,D013,2012,86053,17468
C31994,M011,D010,1995,144365,3599
C45181,M041,D030,2013,77857,11953
C22720,M011,D014,2003,183631,4417
C13558,M072,D028,1985,202369,804
C06137,M003,D001,1996,203665,2074
C48216,M028,D020,1991,167033,1069
C05289,M047,D009,2019,27875,40492
C46936,M027,D036,2010,92513,7647
C27444,M075,D035,2004,129526,8987
C21204,M028,D033,2021,5044,24313
C14015,M106,D014,2015,52888,49206
C32343,M088,D001,1994,111864,3452
C07654,M065,D013,2007,126927,5979
C37576,M024,D040,1999,112271,7004
C10773,M081,D027,2004,83779,26697
C23701,M026,D049,2014,44151,34874
C23666,M016,D010,2000,109263,6602
C07901,M040,D017,1997,96555,5925
C17895,M044,D022,2008,104432,6458
C43066,M032,D006,2007,116361,5669
